봉준호, 설국열차, SF
봉준호, 기생충, 드라마
박찬욱, 올드보이, 드라마
이재한, 내 머리 속의 지우개, 멜로/로맨스
강제규, 태극기 휘날리며, 전쟁
강형철, 과속스캔들, 코미디
봉준호, 마더, 범죄/미스터리
